youtube_id,start_s,class,source,pann_score,pann_window_offset_s,clip_score,clip_best_frame,vad_voiced_frac,audio_path,full_10s_path
-AS90xs6Ohs,30.0,horse,audioset,0.5151003003120422,1.0,0.2872389256954193,5,0.0,clips/horse/-AS90xs6Ohs_30/audio.wav,clips/horse/-AS90xs6Ohs_30/full_10s.wav
-AdWXq6teXg,30.0,horse,audioset+vggsound,0.806983470916748,2.5,0.281147301197052,6,0.0,clips/horse/-AdWXq6teXg_30/audio.wav,clips/horse/-AdWXq6teXg_30/full_10s.wav
-AfJKhf6P3U,30.0,horse,audioset+vggsound,0.9151247143745422,6.0,0.29092440009117126,5,0.0,clips/horse/-AfJKhf6P3U_30/audio.wav,clips/horse/-AfJKhf6P3U_30/full_10s.wav
-CgTR1pvdcQ,30.0,horse,audioset,0.3789161443710327,6.5,0.29196709394454956,6,0.0,clips/horse/-CgTR1pvdcQ_30/audio.wav,clips/horse/-CgTR1pvdcQ_30/full_10s.wav
-CkJyZ2fFOY,30.0,horse,audioset,0.3734147846698761,0.0,0.2653641700744629,9,0.0,clips/horse/-CkJyZ2fFOY_30/audio.wav,clips/horse/-CkJyZ2fFOY_30/full_10s.wav
-DlpGYhmO4A,30.0,horse,audioset,0.9506444334983826,4.0,0.27968746423721313,1,0.0,clips/horse/-DlpGYhmO4A_30/audio.wav,clips/horse/-DlpGYhmO4A_30/full_10s.wav
-EWvMAkKDRM,20.0,horse,audioset,0.8587278723716736,4.0,0.27206140756607056,3,0.0,clips/horse/-EWvMAkKDRM_20/audio.wav,clips/horse/-EWvMAkKDRM_20/full_10s.wav
-Fby-7z_JpE,0.0,horse,audioset,0.7826437950134277,3.5,0.3024502992630005,7,0.0,clips/horse/-Fby-7z_JpE_0/audio.wav,clips/horse/-Fby-7z_JpE_0/full_10s.wav
-FdlM9BEkac,30.0,horse,audioset,0.4846038520336151,0.0,0.27440977096557617,6,0.0,clips/horse/-FdlM9BEkac_30/audio.wav,clips/horse/-FdlM9BEkac_30/full_10s.wav
-GM-ogU1Q4s,21.0,horse,audioset+vggsound,0.9837403893470764,0.0,0.2816968858242035,5,0.0,clips/horse/-GM-ogU1Q4s_21/audio.wav,clips/horse/-GM-ogU1Q4s_21/full_10s.wav
-GXt9AWAUDA,30.0,horse,audioset,0.8015363216400146,1.0,0.26575905084609985,9,0.0,clips/horse/-GXt9AWAUDA_30/audio.wav,clips/horse/-GXt9AWAUDA_30/full_10s.wav
-HNspMf4mwg,30.0,horse,audioset,0.39761611819267273,5.0,0.2644660770893097,8,0.0,clips/horse/-HNspMf4mwg_30/audio.wav,clips/horse/-HNspMf4mwg_30/full_10s.wav
-HXwnBVE19E,2.0,horse,audioset+vggsound,0.38896334171295166,0.5,0.27148568630218506,7,0.0,clips/horse/-HXwnBVE19E_2/audio.wav,clips/horse/-HXwnBVE19E_2/full_10s.wav
-KKMPsC4oB8,0.0,horse,audioset,0.5827304124832153,6.0,0.2623402774333954,6,0.0,clips/horse/-KKMPsC4oB8_0/audio.wav,clips/horse/-KKMPsC4oB8_0/full_10s.wav
-KOl42nx9xg,30.0,horse,audioset,0.7398685812950134,0.0,0.283494770526886,0,0.0,clips/horse/-KOl42nx9xg_30/audio.wav,clips/horse/-KOl42nx9xg_30/full_10s.wav
-KioPJI1jfg,7.0,horse,vggsound,0.848652720451355,0.5,0.2793963849544525,8,0.0,clips/horse/-KioPJI1jfg_7/audio.wav,clips/horse/-KioPJI1jfg_7/full_10s.wav
-Kl6k8rpOYc,30.0,horse,audioset,0.6941201090812683,2.5,0.27802661061286926,8,0.0,clips/horse/-Kl6k8rpOYc_30/audio.wav,clips/horse/-Kl6k8rpOYc_30/full_10s.wav
-KqJjhvd_bo,30.0,horse,audioset,0.915221095085144,5.5,0.26910942792892456,1,0.0,clips/horse/-KqJjhvd_bo_30/audio.wav,clips/horse/-KqJjhvd_bo_30/full_10s.wav
-L3DodwBENA,0.0,horse,audioset,0.7547693848609924,5.5,0.2964268922805786,3,0.0,clips/horse/-L3DodwBENA_0/audio.wav,clips/horse/-L3DodwBENA_0/full_10s.wav
-O8XjIC6cqE,30.0,horse,audioset,0.6052523255348206,2.0,0.2524668574333191,7,0.0,clips/horse/-O8XjIC6cqE_30/audio.wav,clips/horse/-O8XjIC6cqE_30/full_10s.wav
-OU3adehz2g,30.0,horse,audioset,0.526933491230011,0.0,0.27130767703056335,2,0.0,clips/horse/-OU3adehz2g_30/audio.wav,clips/horse/-OU3adehz2g_30/full_10s.wav
-OxL7eCTp_I,30.0,horse,audioset,0.6929782032966614,6.5,0.2933529019355774,6,0.0,clips/horse/-OxL7eCTp_I_30/audio.wav,clips/horse/-OxL7eCTp_I_30/full_10s.wav
-R2kN-_12pc,30.0,horse,audioset+vggsound,0.4365834891796112,1.0,0.2789608836174011,6,0.0,clips/horse/-R2kN-_12pc_30/audio.wav,clips/horse/-R2kN-_12pc_30/full_10s.wav
-RuSgm3I6LQ,30.0,horse,audioset+vggsound,0.3499809801578522,2.5,0.2642756700515747,1,0.0,clips/horse/-RuSgm3I6LQ_30/audio.wav,clips/horse/-RuSgm3I6LQ_30/full_10s.wav
-SA7KkTZVLg,110.0,horse,audioset,0.8676092028617859,6.5,0.2824716567993164,4,0.0,clips/horse/-SA7KkTZVLg_110/audio.wav,clips/horse/-SA7KkTZVLg_110/full_10s.wav
-SX1EaVK9zo,30.0,horse,audioset+vggsound,0.8510819673538208,5.5,0.2831079065799713,5,0.0,clips/horse/-SX1EaVK9zo_30/audio.wav,clips/horse/-SX1EaVK9zo_30/full_10s.wav
-So5Gi8oWiY,30.0,horse,audioset,0.8518014550209045,6.5,0.25917723774909973,6,0.0,clips/horse/-So5Gi8oWiY_30/audio.wav,clips/horse/-So5Gi8oWiY_30/full_10s.wav
-TA0EJc8oFc,30.0,horse,audioset,0.5304853320121765,1.0,0.2717520594596863,6,0.0,clips/horse/-TA0EJc8oFc_30/audio.wav,clips/horse/-TA0EJc8oFc_30/full_10s.wav
-TZmzuXs5j0,30.0,horse,audioset,0.47142159938812256,2.5,0.28052952885627747,8,0.0,clips/horse/-TZmzuXs5j0_30/audio.wav,clips/horse/-TZmzuXs5j0_30/full_10s.wav
-UJJsEdgqMQ,11.0,horse,audioset+vggsound,0.2586890161037445,1.5,0.2827942669391632,7,0.0,clips/horse/-UJJsEdgqMQ_11/audio.wav,clips/horse/-UJJsEdgqMQ_11/full_10s.wav
-V5KERENdZE,10.0,horse,audioset+vggsound,0.9484963417053223,6.0,0.2889016270637512,3,0.0,clips/horse/-V5KERENdZE_10/audio.wav,clips/horse/-V5KERENdZE_10/full_10s.wav
-VZN4iUSkQk,12.0,horse,audioset+vggsound,0.7260038256645203,2.5,0.2784906327724457,6,0.0,clips/horse/-VZN4iUSkQk_12/audio.wav,clips/horse/-VZN4iUSkQk_12/full_10s.wav
-VzBUDJ1iBI,30.0,horse,audioset,0.6123111248016357,6.0,0.2604276239871979,0,0.0,clips/horse/-VzBUDJ1iBI_30/audio.wav,clips/horse/-VzBUDJ1iBI_30/full_10s.wav
-XaHGkDS3Tg,30.0,horse,audioset,0.42849498987197876,6.5,0.2674012780189514,3,0.0,clips/horse/-XaHGkDS3Tg_30/audio.wav,clips/horse/-XaHGkDS3Tg_30/full_10s.wav
-YfaQljuwwA,30.0,horse,audioset+vggsound,0.5110313296318054,3.5,0.2552531063556671,8,0.0,clips/horse/-YfaQljuwwA_30/audio.wav,clips/horse/-YfaQljuwwA_30/full_10s.wav
-Z311uvbamc,30.0,horse,audioset,0.5505881309509277,4.0,0.292932391166687,0,0.0,clips/horse/-Z311uvbamc_30/audio.wav,clips/horse/-Z311uvbamc_30/full_10s.wav
-Za2s1B3OG0,30.0,horse,audioset,0.7982655763626099,1.0,0.27807939052581787,0,0.0,clips/horse/-Za2s1B3OG0_30/audio.wav,clips/horse/-Za2s1B3OG0_30/full_10s.wav
-_ls8r_S188,30.0,horse,audioset,0.6687450408935547,3.0,0.27402767539024353,9,0.0,clips/horse/-_ls8r_S188_30/audio.wav,clips/horse/-_ls8r_S188_30/full_10s.wav
-akj45PLnUs,110.0,horse,audioset,0.6860500574111938,2.5,0.3032884895801544,1,0.0,clips/horse/-akj45PLnUs_110/audio.wav,clips/horse/-akj45PLnUs_110/full_10s.wav
-c8MRzSY6BI,30.0,horse,audioset+vggsound,0.7255610823631287,4.5,0.2814464867115021,2,0.0,clips/horse/-c8MRzSY6BI_30/audio.wav,clips/horse/-c8MRzSY6BI_30/full_10s.wav
-cS-xm0Kqso,30.0,horse,audioset,0.36491432785987854,0.5,0.2586725354194641,3,0.0,clips/horse/-cS-xm0Kqso_30/audio.wav,clips/horse/-cS-xm0Kqso_30/full_10s.wav
-d5GUltYX1o,30.0,horse,audioset,0.9328478574752808,3.5,0.28169599175453186,5,0.0,clips/horse/-d5GUltYX1o_30/audio.wav,clips/horse/-d5GUltYX1o_30/full_10s.wav
-db8fQ4Yg-w,21.0,horse,audioset,0.5059633851051331,5.5,0.22915242612361908,4,0.0,clips/horse/-db8fQ4Yg-w_21/audio.wav,clips/horse/-db8fQ4Yg-w_21/full_10s.wav
-dhqrM4y-Ys,30.0,horse,audioset,0.8938266634941101,3.0,0.24280494451522827,6,0.0,clips/horse/-dhqrM4y-Ys_30/audio.wav,clips/horse/-dhqrM4y-Ys_30/full_10s.wav
-fGimNfFXZ0,110.0,horse,audioset,0.9408630728721619,6.0,0.2909313142299652,6,0.0,clips/horse/-fGimNfFXZ0_110/audio.wav,clips/horse/-fGimNfFXZ0_110/full_10s.wav
-fZ2oi4AUJ8,17.0,horse,audioset,0.26552465558052063,3.0,0.27467718720436096,8,0.0,clips/horse/-fZ2oi4AUJ8_17/audio.wav,clips/horse/-fZ2oi4AUJ8_17/full_10s.wav
-k199QGbju0,25.0,horse,audioset+vggsound,0.483084499835968,1.5,0.284821093082428,5,0.0,clips/horse/-k199QGbju0_25/audio.wav,clips/horse/-k199QGbju0_25/full_10s.wav
-pbxZsS46l0,30.0,horse,audioset+vggsound,0.7224975824356079,5.5,0.2700740694999695,8,0.0,clips/horse/-pbxZsS46l0_30/audio.wav,clips/horse/-pbxZsS46l0_30/full_10s.wav
-qbPc4nh5ac,13.0,horse,audioset+vggsound,0.6643310785293579,5.5,0.28664571046829224,4,0.0,clips/horse/-qbPc4nh5ac_13/audio.wav,clips/horse/-qbPc4nh5ac_13/full_10s.wav
-rV9fYzWwvI,30.0,horse,audioset,0.46302688121795654,1.0,0.2806183099746704,5,0.0,clips/horse/-rV9fYzWwvI_30/audio.wav,clips/horse/-rV9fYzWwvI_30/full_10s.wav
-sY9gkOsoTE,30.0,horse,audioset,0.8356831073760986,1.5,0.27777934074401855,2,0.0,clips/horse/-sY9gkOsoTE_30/audio.wav,clips/horse/-sY9gkOsoTE_30/full_10s.wav
-s_Gu2V80So,30.0,horse,audioset,0.8544698357582092,0.5,0.27831944823265076,8,0.0,clips/horse/-s_Gu2V80So_30/audio.wav,clips/horse/-s_Gu2V80So_30/full_10s.wav
-tbPEJbcXoI,21.0,horse,audioset,0.811580240726471,5.5,0.2762698233127594,4,0.0,clips/horse/-tbPEJbcXoI_21/audio.wav,clips/horse/-tbPEJbcXoI_21/full_10s.wav
-xZKvH8poVo,30.0,horse,audioset,0.3070613145828247,3.0,0.27485543489456177,6,0.0,clips/horse/-xZKvH8poVo_30/audio.wav,clips/horse/-xZKvH8poVo_30/full_10s.wav
-y2fmiPOBMw,30.0,horse,audioset,0.3102133274078369,1.5,0.2812832295894623,8,0.0,clips/horse/-y2fmiPOBMw_30/audio.wav,clips/horse/-y2fmiPOBMw_30/full_10s.wav
-z--VHgH4ho,30.0,horse,audioset+vggsound,0.9206395745277405,6.5,0.29294732213020325,4,0.0,clips/horse/-z--VHgH4ho_30/audio.wav,clips/horse/-z--VHgH4ho_30/full_10s.wav
-zHkYg_gopA,30.0,horse,audioset,0.4426921010017395,0.0,0.25587478280067444,3,0.0,clips/horse/-zHkYg_gopA_30/audio.wav,clips/horse/-zHkYg_gopA_30/full_10s.wav
-zJpWblpeB4,30.0,horse,audioset,0.47312748432159424,1.0,0.2617044746875763,0,0.0,clips/horse/-zJpWblpeB4_30/audio.wav,clips/horse/-zJpWblpeB4_30/full_10s.wav
0-b_3hywFmg,30.0,horse,audioset,0.45305222272872925,2.0,0.26996302604675293,6,0.0,clips/horse/0-b_3hywFmg_30/audio.wav,clips/horse/0-b_3hywFmg_30/full_10s.wav
00O0rcQR3Ko,30.0,horse,audioset,0.8091440200805664,0.0,0.2763950824737549,4,0.0,clips/horse/00O0rcQR3Ko_30/audio.wav,clips/horse/00O0rcQR3Ko_30/full_10s.wav
00wORCOKNHw,14.0,horse,audioset+vggsound,0.9806094765663147,1.0,0.3081093430519104,0,0.0,clips/horse/00wORCOKNHw_14/audio.wav,clips/horse/00wORCOKNHw_14/full_10s.wav
02bhAIKbpqc,22.0,horse,vggsound,0.9327446222305298,0.0,0.2956791818141937,4,0.0,clips/horse/02bhAIKbpqc_22/audio.wav,clips/horse/02bhAIKbpqc_22/full_10s.wav
031vhuk_TIE,30.0,horse,audioset+vggsound,0.9089541435241699,0.0,0.2758517861366272,3,0.0,clips/horse/031vhuk_TIE_30/audio.wav,clips/horse/031vhuk_TIE_30/full_10s.wav
03Gd-F85pG4,30.0,horse,audioset+vggsound,0.7119420766830444,1.5,0.2561548352241516,8,0.0,clips/horse/03Gd-F85pG4_30/audio.wav,clips/horse/03Gd-F85pG4_30/full_10s.wav
05-1WECRAs8,30.0,horse,audioset,0.6216508150100708,0.5,0.2861611843109131,4,0.0,clips/horse/05-1WECRAs8_30/audio.wav,clips/horse/05-1WECRAs8_30/full_10s.wav
05sksuAixjY,230.0,horse,vggsound,0.9546928405761719,2.0,0.26450562477111816,6,0.0,clips/horse/05sksuAixjY_230/audio.wav,clips/horse/05sksuAixjY_230/full_10s.wav
05sksuAixjY,257.0,horse,vggsound,0.9862064719200134,5.5,0.27115800976753235,5,0.0,clips/horse/05sksuAixjY_257/audio.wav,clips/horse/05sksuAixjY_257/full_10s.wav
05sksuAixjY,30.0,horse,audioset,0.7045677304267883,6.5,0.2867724299430847,7,0.0,clips/horse/05sksuAixjY_30/audio.wav,clips/horse/05sksuAixjY_30/full_10s.wav
06JrdfCNSso,3.0,horse,audioset+vggsound,0.6213122606277466,4.5,0.2765885591506958,6,0.0,clips/horse/06JrdfCNSso_3/audio.wav,clips/horse/06JrdfCNSso_3/full_10s.wav
06T-ltbgD8o,30.0,horse,audioset,0.8701925873756409,0.0,0.29045528173446655,2,0.0,clips/horse/06T-ltbgD8o_30/audio.wav,clips/horse/06T-ltbgD8o_30/full_10s.wav
07sNiNJprH0,30.0,horse,audioset+vggsound,0.45997220277786255,4.5,0.2717462182044983,3,0.0,clips/horse/07sNiNJprH0_30/audio.wav,clips/horse/07sNiNJprH0_30/full_10s.wav
08ty9EupxAY,20.0,horse,audioset,0.8464835286140442,6.0,0.29150843620300293,9,0.0,clips/horse/08ty9EupxAY_20/audio.wav,clips/horse/08ty9EupxAY_20/full_10s.wav
09CxTd_olO4,30.0,horse,audioset+vggsound,0.6628485321998596,0.0,0.29208019375801086,8,0.0,clips/horse/09CxTd_olO4_30/audio.wav,clips/horse/09CxTd_olO4_30/full_10s.wav
09ZlAaFw0cc,30.0,horse,audioset,0.7027742266654968,6.5,0.2902979850769043,7,0.0,clips/horse/09ZlAaFw0cc_30/audio.wav,clips/horse/09ZlAaFw0cc_30/full_10s.wav
09nSnH52l5E,15.0,horse,audioset+vggsound,0.8349900245666504,4.0,0.2791188657283783,8,0.0,clips/horse/09nSnH52l5E_15/audio.wav,clips/horse/09nSnH52l5E_15/full_10s.wav
0BGUQFlEKJE,30.0,horse,audioset,0.9162679314613342,0.5,0.27752506732940674,5,0.0,clips/horse/0BGUQFlEKJE_30/audio.wav,clips/horse/0BGUQFlEKJE_30/full_10s.wav
0BhhYpDRwVY,30.0,horse,audioset+vggsound,0.6540600657463074,0.0,0.28523993492126465,7,0.0,clips/horse/0BhhYpDRwVY_30/audio.wav,clips/horse/0BhhYpDRwVY_30/full_10s.wav
0CDk6hfFK5Q,0.0,horse,audioset,0.31273651123046875,5.0,0.2773655354976654,2,0.0,clips/horse/0CDk6hfFK5Q_0/audio.wav,clips/horse/0CDk6hfFK5Q_0/full_10s.wav
0DAv1iGmE8M,30.0,horse,audioset,0.36777982115745544,2.0,0.2605859637260437,5,0.0,clips/horse/0DAv1iGmE8M_30/audio.wav,clips/horse/0DAv1iGmE8M_30/full_10s.wav
0GSrbaMkn1k,0.0,horse,audioset,0.8974654674530029,1.5,0.23941606283187866,0,0.0,clips/horse/0GSrbaMkn1k_0/audio.wav,clips/horse/0GSrbaMkn1k_0/full_10s.wav
0K4QM63pY-w,30.0,horse,audioset+vggsound,0.6642075777053833,4.5,0.2762991189956665,3,0.0,clips/horse/0K4QM63pY-w_30/audio.wav,clips/horse/0K4QM63pY-w_30/full_10s.wav
0KsA_9pti2A,30.0,horse,audioset+vggsound,0.5166407227516174,6.5,0.2701294720172882,9,0.0,clips/horse/0KsA_9pti2A_30/audio.wav,clips/horse/0KsA_9pti2A_30/full_10s.wav
0LAQLooL9xY,13.0,horse,audioset,0.7931101322174072,6.5,0.2803040146827698,1,0.0,clips/horse/0LAQLooL9xY_13/audio.wav,clips/horse/0LAQLooL9xY_13/full_10s.wav
0MdkcazmOEg,30.0,horse,audioset,0.3108820915222168,5.0,0.27985960245132446,4,0.0,clips/horse/0MdkcazmOEg_30/audio.wav,clips/horse/0MdkcazmOEg_30/full_10s.wav
0O5xF0PdtBg,30.0,horse,audioset,0.903113842010498,5.0,0.2588907480239868,6,0.0,clips/horse/0O5xF0PdtBg_30/audio.wav,clips/horse/0O5xF0PdtBg_30/full_10s.wav
0OscIzriZLI,0.0,horse,audioset,0.5666192173957825,0.5,0.2679407298564911,2,0.0,clips/horse/0OscIzriZLI_0/audio.wav,clips/horse/0OscIzriZLI_0/full_10s.wav
0PZQL-Msz0s,30.0,horse,audioset+vggsound,0.8877121210098267,6.5,0.2927548587322235,6,0.0,clips/horse/0PZQL-Msz0s_30/audio.wav,clips/horse/0PZQL-Msz0s_30/full_10s.wav
0Q7CInjswYg,30.0,horse,audioset,0.8364378213882446,6.0,0.25916197896003723,5,0.0,clips/horse/0Q7CInjswYg_30/audio.wav,clips/horse/0Q7CInjswYg_30/full_10s.wav
0R1fT3JV2Yw,15.0,horse,audioset+vggsound,0.9260069727897644,6.5,0.2837721109390259,7,0.0,clips/horse/0R1fT3JV2Yw_15/audio.wav,clips/horse/0R1fT3JV2Yw_15/full_10s.wav
0RS8hcUxcx0,13.0,horse,audioset+vggsound,0.9702149033546448,4.5,0.29160988330841064,3,0.0,clips/horse/0RS8hcUxcx0_13/audio.wav,clips/horse/0RS8hcUxcx0_13/full_10s.wav
0SMHTUfYzIU,30.0,horse,audioset,0.4814956784248352,1.0,0.28237152099609375,0,0.0,clips/horse/0SMHTUfYzIU_30/audio.wav,clips/horse/0SMHTUfYzIU_30/full_10s.wav
0Sb-RvvsaAw,132.0,horse,vggsound,0.455318421125412,1.0,0.2783210873603821,2,0.0,clips/horse/0Sb-RvvsaAw_132/audio.wav,clips/horse/0Sb-RvvsaAw_132/full_10s.wav
0TC7VdOZVWY,30.0,horse,audioset,0.8946813344955444,0.0,0.287432998418808,5,0.0,clips/horse/0TC7VdOZVWY_30/audio.wav,clips/horse/0TC7VdOZVWY_30/full_10s.wav
0VMbX4GO8ys,90.0,horse,audioset,0.727297306060791,0.0,0.26808881759643555,7,0.0,clips/horse/0VMbX4GO8ys_90/audio.wav,clips/horse/0VMbX4GO8ys_90/full_10s.wav
0WqBCOtkfS4,30.0,horse,audioset,0.7494642734527588,4.0,0.24423375725746155,0,0.0,clips/horse/0WqBCOtkfS4_30/audio.wav,clips/horse/0WqBCOtkfS4_30/full_10s.wav
0XbqnVocHNE,30.0,horse,audioset+vggsound,0.9244802594184875,2.0,0.27983251214027405,0,0.0,clips/horse/0XbqnVocHNE_30/audio.wav,clips/horse/0XbqnVocHNE_30/full_10s.wav
0YfaLaSxSVE,30.0,horse,audioset,0.7960426807403564,0.0,0.24240991473197937,8,0.0,clips/horse/0YfaLaSxSVE_30/audio.wav,clips/horse/0YfaLaSxSVE_30/full_10s.wav
0aeSZM5udRU,170.0,horse,audioset,0.2746295630931854,6.5,0.27243489027023315,4,0.0,clips/horse/0aeSZM5udRU_170/audio.wav,clips/horse/0aeSZM5udRU_170/full_10s.wav
0bISD6Q8cQs,30.0,horse,audioset+vggsound,0.9654753804206848,0.0,0.264743447303772,5,0.0,clips/horse/0bISD6Q8cQs_30/audio.wav,clips/horse/0bISD6Q8cQs_30/full_10s.wav
0bo80EY9R1c,30.0,horse,audioset+vggsound,0.6075788736343384,0.5,0.29433131217956543,7,0.0,clips/horse/0bo80EY9R1c_30/audio.wav,clips/horse/0bo80EY9R1c_30/full_10s.wav
0d5Y3zRJJkw,5.0,horse,audioset+vggsound,0.9278119802474976,2.5,0.276967853307724,8,0.0,clips/horse/0d5Y3zRJJkw_5/audio.wav,clips/horse/0d5Y3zRJJkw_5/full_10s.wav
0dmBSGaJXDA,0.0,horse,audioset,0.8483651876449585,2.0,0.27220872044563293,4,0.0,clips/horse/0dmBSGaJXDA_0/audio.wav,clips/horse/0dmBSGaJXDA_0/full_10s.wav
0dsiF9KUpLo,10.0,horse,audioset,0.7750032544136047,1.5,0.27735140919685364,9,0.0,clips/horse/0dsiF9KUpLo_10/audio.wav,clips/horse/0dsiF9KUpLo_10/full_10s.wav
0e4h1ETgh3o,30.0,horse,audioset,0.9747551083564758,6.5,0.2839985489845276,0,0.0,clips/horse/0e4h1ETgh3o_30/audio.wav,clips/horse/0e4h1ETgh3o_30/full_10s.wav
0e_96pcTzKQ,30.0,horse,audioset+vggsound,0.5124508142471313,6.5,0.26462405920028687,8,0.0,clips/horse/0e_96pcTzKQ_30/audio.wav,clips/horse/0e_96pcTzKQ_30/full_10s.wav
0hsJOBB8OOg,30.0,horse,audioset,0.9061449766159058,4.0,0.2650289237499237,9,0.0,clips/horse/0hsJOBB8OOg_30/audio.wav,clips/horse/0hsJOBB8OOg_30/full_10s.wav
0iYnAmBnPNI,30.0,horse,audioset,0.8832305073738098,6.5,0.2715613842010498,2,0.0,clips/horse/0iYnAmBnPNI_30/audio.wav,clips/horse/0iYnAmBnPNI_30/full_10s.wav
0ibpc5w-1c0,16.0,horse,audioset,0.6811392307281494,0.5,0.2834567427635193,0,0.0,clips/horse/0ibpc5w-1c0_16/audio.wav,clips/horse/0ibpc5w-1c0_16/full_10s.wav
0jMKDTZhtCw,30.0,horse,audioset,0.5160829424858093,1.0,0.27961504459381104,9,0.0,clips/horse/0jMKDTZhtCw_30/audio.wav,clips/horse/0jMKDTZhtCw_30/full_10s.wav
0kY8ORlpsik,30.0,horse,audioset,0.6135268211364746,1.0,0.2742873728275299,8,0.0,clips/horse/0kY8ORlpsik_30/audio.wav,clips/horse/0kY8ORlpsik_30/full_10s.wav
0kiyMO4a3Fk,19.0,horse,audioset,0.7545955181121826,4.0,0.2844679355621338,6,0.0,clips/horse/0kiyMO4a3Fk_19/audio.wav,clips/horse/0kiyMO4a3Fk_19/full_10s.wav
0nvvYKaTFLY,90.0,horse,audioset,0.8122654557228088,5.5,0.2972511947154999,8,0.0,clips/horse/0nvvYKaTFLY_90/audio.wav,clips/horse/0nvvYKaTFLY_90/full_10s.wav
0p9wzxoKz6Y,30.0,horse,audioset,0.8219232559204102,0.5,0.2810605466365814,2,0.0,clips/horse/0p9wzxoKz6Y_30/audio.wav,clips/horse/0p9wzxoKz6Y_30/full_10s.wav
0pU2MvgZzvs,30.0,horse,audioset,0.8452820777893066,0.5,0.27172645926475525,9,0.0,clips/horse/0pU2MvgZzvs_30/audio.wav,clips/horse/0pU2MvgZzvs_30/full_10s.wav
0pjqrfMJuB0,50.0,horse,audioset,0.5011597275733948,1.5,0.28255659341812134,7,0.0,clips/horse/0pjqrfMJuB0_50/audio.wav,clips/horse/0pjqrfMJuB0_50/full_10s.wav
0puCcQWkqXA,16.0,horse,audioset,0.6321151256561279,6.5,0.2796938121318817,6,0.0,clips/horse/0puCcQWkqXA_16/audio.wav,clips/horse/0puCcQWkqXA_16/full_10s.wav
0qXG6bmvExI,0.0,horse,audioset,0.8568418622016907,5.5,0.27979010343551636,7,0.0,clips/horse/0qXG6bmvExI_0/audio.wav,clips/horse/0qXG6bmvExI_0/full_10s.wav
